,scheme_code,scheme_name,nav_start,date_start,nav_end,date_end,nav_growth_abs,nav_growth_pct
2446,147454,,1319.9894,2025-05-20,1388.0235,2026-05-19,68.0341,5.15
2447,148792,,13.0568,2025-05-20,13.7298,2026-05-19,0.673,5.15
2448,150639,,15.9666,2025-05-20,16.7891,2026-05-19,0.8225,5.15
2449,150640,INF109KC12J3,15.9663,2025-05-20,16.7888,2026-05-19,0.8225,5.15
2450,151897,INF0QA701417,13.82,2025-05-20,14.532,2026-05-19,0.712,5.15
2451,151898,,13.82,2025-05-20,14.532,2026-05-19,0.712,5.15
2452,106841,,49.7848,2025-05-20,52.3429,2026-05-19,2.5581,5.14
2453,146717,,16.969,2025-05-20,17.8404,2026-05-19,0.8714,5.14
2454,146719,,16.9689,2025-05-20,17.8403,2026-05-19,0.8714,5.14
2455,147713,,1305.0613,2025-05-20,1372.1236,2026-05-19,67.0623,5.14
2456,147836,,1301.0978,2025-05-20,1367.9452,2026-05-19,66.8474,5.14
2457,150904,,12.0309,2025-05-20,12.6493,2026-05-19,0.6184,5.14
2458,150905,INF204KC1873,12.0309,2025-05-20,12.6493,2026-05-19,0.6184,5.14
2459,151358,,1050.8744,2025-05-20,1104.8723,2026-05-19,53.9979,5.14
2460,151370,,12.023,2025-05-20,12.6413,2026-05-19,0.6183,5.14
2461,151372,INF740KA1SG6,12.023,2025-05-20,12.6413,2026-05-19,0.6183,5.14
2462,151412,,15.536,2025-05-20,16.334,2026-05-19,0.798,5.14
2463,151434,INF846K017O0,11.9914,2025-05-20,12.6076,2026-05-19,0.6162,5.14
2464,152153,,1104.6112,2025-05-20,1161.4407,2026-05-19,56.8295,5.14
2465,149466,,16.2611,2025-05-20,17.0956,2026-05-19,0.8345,5.13
2466,151413,INF769K01JK0,15.491,2025-05-20,16.286,2026-05-19,0.795,5.13
2467,152409,,10.92,2025-05-20,11.48,2026-05-19,0.56,5.13
2468,152410,INF582M01JS6,10.92,2025-05-20,11.48,2026-05-19,0.56,5.13
2469,153417,INF754K01UV6,1017.2397,2025-05-20,1069.4234,2026-05-19,52.1837,5.13
2470,153419,,1017.2391,2025-05-20,1069.424,2026-05-19,52.1849,5.13
2471,150890,,12.1403,2025-05-20,12.7616,2026-05-19,0.6213,5.12
2472,151903,,13.08,2025-05-20,13.75,2026-05-19,0.67,5.12
2473,151906,INF582M01JC0,13.08,2025-05-20,13.75,2026-05-19,0.67,5.12
2474,153021,,1030.5,2025-05-20,1083.2191,2026-05-19,52.7191,5.12
2475,153045,,1032.9683,2025-05-20,1085.9018,2026-05-19,52.9335,5.12
2476,147750,,26.05,2025-05-20,27.38,2026-05-19,1.33,5.11
2477,147751,INF582M01GB8,26.05,2025-05-20,27.38,2026-05-19,1.33,5.11
2478,120827,INF966L01671,211.5567,2025-05-20,222.3358,2026-05-19,10.7791,5.1
2479,120828,,270.6372,2025-05-20,284.429,2026-05-19,13.7918,5.1
2480,150744,,12.0446,2025-05-20,12.65867953,2026-04-30,0.6141,5.1
2481,150896,INF754K01QN1,15.2832,2025-05-20,16.0629,2026-05-19,0.7797,5.1
2482,150899,,15.2836,2025-05-20,16.0633,2026-05-19,0.7797,5.1
2483,151191,INF966L01BE0,11.7376,2025-05-20,12.336,2026-05-19,0.5984,5.1
2484,151937,,53.6181,2025-05-20,56.352,2026-05-19,2.7339,5.1
2485,151938,INF397L01AX0,53.618,2025-05-20,56.3519,2026-05-19,2.7339,5.1
2486,152758,,9.81,2025-05-20,10.31,2026-05-19,0.5,5.1
2487,147845,,28.67,2025-05-20,30.13,2026-05-19,1.46,5.09
2488,151195,,11.7494,2025-05-20,12.3475,2026-05-19,0.5981,5.09
2489,153378,,1011.1296,2025-05-20,1062.5875,2026-05-19,51.4579,5.09
2490,154226,,10.01,2026-03-04,10.52,2026-05-19,0.51,5.09
2491,154227,INF0S5R01182,10.01,2026-03-04,10.52,2026-05-19,0.51,5.09
2492,118410,,45.7838,2025-05-20,48.1076,2026-05-19,2.3238,5.08
2493,131398,INF194KA1TW2,15.7367,2025-05-20,16.5354,2026-05-19,0.7987,5.08
2494,148711,,13.1477,2025-05-20,13.8158,2026-05-19,0.6681,5.08
2495,150631,,1178.2049,2025-05-20,1238.1101,2026-05-19,59.9052,5.08
2496,152660,,10.872,2025-05-20,11.4238,2026-05-19,0.5518,5.08
2497,152661,,10.872,2025-05-20,11.4238,2026-05-19,0.5518,5.08
2498,148745,,19.2104,2025-05-20,20.1843,2026-05-19,0.9739,5.07
2499,148746,INF174KA1GB7,19.2102,2025-05-20,20.184,2026-05-19,0.9738,5.07
2500,150552,,14.99,2025-05-20,15.75,2026-05-19,0.76,5.07
2501,150553,,14.99,2025-05-20,15.75,2026-05-19,0.76,5.07
2502,153451,,1008.7983,2025-05-20,1059.9755,2026-05-19,51.1772,5.07
2503,103192,,652.9621,2025-05-20,686.0315,2026-05-19,33.0694,5.06
2504,103195,,457.8362,2025-05-20,481.024,2026-05-19,23.1878,5.06
2505,104513,,113.6964,2025-05-20,119.4458,2026-05-19,5.7494,5.06
2506,104514,INF966L01333,69.4004,2025-05-20,72.9095,2026-05-19,3.5091,5.06
2507,145287,,1491.3733,2025-05-20,1566.8171,2026-05-19,75.4438,5.06
2508,145288,INF789F1ACU1,1317.1107,2025-05-20,1383.739,2026-05-19,66.6283,5.06
2509,145289,INF789F1ACS5,1416.3439,2025-05-20,1487.9921,2026-05-19,71.6482,5.06
2510,145292,INF789F1ACW7,1363.3789,2025-05-20,1432.3479,2026-05-19,68.969,5.06
2511,149000,,12.9786,2025-05-20,13.6347,2026-05-19,0.6561,5.06
2512,149001,,12.9786,2025-05-20,13.6347,2026-05-19,0.6561,5.06
2513,149002,,12.9786,2025-05-20,13.6347,2026-05-19,0.6561,5.06
2514,149007,,12.9786,2025-05-20,13.6347,2026-05-19,0.6561,5.06
2515,149033,INF277KA1067,12.9786,2025-05-20,13.6347,2026-05-19,0.6561,5.06
2516,149034,INF277KA1083,12.9786,2025-05-20,13.6347,2026-05-19,0.6561,5.06
2517,149037,INF277KA1075,12.9786,2025-05-20,13.6347,2026-05-19,0.6561,5.06
2518,150477,,66.9602,2025-05-20,70.3473,2026-05-19,3.3871,5.06
2519,152327,,108.6315,2025-05-20,114.1241,2026-05-19,5.4926,5.06
2520,153634,,10.0024,2025-06-26,10.509,2026-05-19,0.5066,5.06
2521,126939,,21.8697,2025-05-20,22.9746,2026-05-19,1.1049,5.05
2522,126941,INF789F013Z1,15.0081,2025-05-20,15.7663,2026-05-19,0.7582,5.05
2523,133971,INF789FA1U79,14.666,2025-05-20,15.407,2026-05-19,0.741,5.05
2524,139407,INF789FA1U38,14.6045,2025-05-20,15.3424,2026-05-19,0.7379,5.05
2525,153635,INF769K01OT1,10.0024,2025-06-26,10.5078,2026-05-19,0.5054,5.05
2526,133857,INF200KA1523,40.3994,2025-05-20,42.4348,2026-05-19,2.0354,5.04
2527,133859,,45.1972,2025-05-20,47.4742,2026-05-19,2.277,5.04
2528,147265,INF174KA1EB2,1342.0626,2025-05-20,1409.6593,2026-05-19,67.5967,5.04
2529,147266,,1505.8882,2025-05-20,1581.7281,2026-05-19,75.8399,5.04
2530,147714,,1297.6951,2025-05-20,1363.0569,2026-05-19,65.3618,5.04
2531,149208,,12.3459,2025-05-20,12.9685,2026-05-19,0.6226,5.04
2532,149224,INF109KC1S70,12.3458,2025-05-20,12.9683,2026-05-19,0.6225,5.04
2533,100286,INF174K01443,35.063,2025-05-20,36.828,2026-05-19,1.765,5.03
2534,133036,,59.662,2025-05-20,62.665,2026-05-19,3.003,5.03
2535,147796,,23.5617,2025-05-20,24.7457,2026-05-19,1.184,5.03
2536,148540,INF209KB1T95,20.88,2025-05-20,21.93,2026-05-19,1.05,5.03
2537,148616,,24.6242,2025-05-20,25.8622,2026-05-19,1.238,5.03
2538,148617,,24.6244,2025-05-20,25.8624,2026-05-19,1.238,5.03
2539,152555,,1073.0983,2025-05-20,1127.0444,2026-05-19,53.9461,5.03
2540,153971,INF194KB1KH1,9.958,2025-12-02,10.459,2026-05-19,0.501,5.03
2541,153972,,9.958,2025-12-02,10.459,2026-05-19,0.501,5.03
2542,149828,,1314.2504,2025-05-20,1380.1722,2026-05-19,65.9218,5.02
2543,152721,INF769K01LT7,8.393,2025-05-20,8.814,2026-05-19,0.421,5.02
2544,119836,INF200K01TW0,23.9596,2025-05-20,25.161,2026-05-19,1.2014,5.01
2545,119837,INF200K01TR0,31.2718,2025-05-20,32.8399,2026-05-19,1.5681,5.01
2546,119839,,78.4181,2025-05-20,82.3502,2026-05-19,3.9321,5.01
2547,120510,,33.6376,2025-05-20,35.3227,2026-05-19,1.6851,5.01
2548,133894,INF846K01RI3,20.5795,2025-05-20,21.6105,2026-05-19,1.031,5.01
2549,143341,,24.3464,2025-05-20,25.5662,2026-05-19,1.2198,5.01
2550,146381,,25.9849,2025-05-20,27.2878,2026-05-19,1.3029,5.01
2551,147889,,14.6166,2025-05-20,15.3485,2026-05-18,0.7319,5.01
2552,147892,INF846K01U33,14.6287,2025-05-20,15.3613,2026-05-18,0.7326,5.01
2553,152720,,8.4,2025-05-20,8.821,2026-05-19,0.421,5.01
2554,153147,INF174KA1UG7,10.454,2025-05-20,10.978,2026-05-19,0.524,5.01
2555,153350,,11.5737,2025-05-20,12.1533,2026-05-19,0.5796,5.01
2556,112329,,39.5776,2025-05-20,41.5557,2026-05-19,1.9781,5.0
2557,124233,,16.3821,2025-05-20,17.2017,2026-05-19,0.8196,5.0
2558,147891,INF846K01V08,14.6292,2025-05-20,15.3613,2026-05-18,0.7321,5.0
2559,153150,,10.454,2025-05-20,10.977,2026-05-19,0.523,5.0
2560,117981,,17.013,2025-05-20,17.8612,2026-05-19,0.8482,4.99
2561,117982,INF789F01RB0,12.0846,2025-05-20,12.6871,2026-05-19,0.6025,4.99
2562,131418,INF789FB1T96,10.2165,2025-05-20,10.7259,2026-05-19,0.5094,4.99
2563,135051,INF789FA1V94,11.0442,2025-05-20,11.5948,2026-05-19,0.5506,4.99
2564,146513,,24.7823,2025-05-20,26.018,2026-05-19,1.2357,4.99
2565,146515,INF204KB1X33,24.7823,2025-05-20,26.018,2026-05-19,1.2357,4.99
2566,147496,,17.3878,2025-05-20,18.2555,2026-05-19,0.8677,4.99
2567,150520,,190.6658,2025-05-20,200.1725,2026-05-19,9.5067,4.99
2568,152759,INF205KA1890,9.82,2025-05-20,10.31,2026-05-19,0.49,4.99
2569,133344,INF789FA1V78,11.3525,2025-05-20,11.9184,2026-05-19,0.5659,4.98
2570,135419,INF789FA1V52,11.413,2025-05-20,11.9819,2026-05-19,0.5689,4.98
2571,119604,INF200K01RX2,94.5119,2025-05-20,99.2113,2026-05-19,4.6994,4.97
2572,119609,,322.9854,2025-05-20,339.0455,2026-05-19,16.0601,4.97
2573,150913,INF174V01BM3,19.071,2025-05-20,20.019,2026-05-19,0.948,4.97
2574,153121,,9.757,2025-05-20,10.242,2026-05-19,0.485,4.97
2575,153123,INF740KA1UW9,9.757,2025-05-20,10.242,2026-05-19,0.485,4.97
2576,104723,INF205K01HW4,1351.6724,2025-05-20,1418.6571,2026-05-19,66.9847,4.96
2577,148945,,18.1988,2025-05-20,19.1006,2026-05-19,0.9018,4.96
2578,148946,INF200KA1W26,18.1978,2025-05-20,19.0996,2026-05-19,0.9018,4.96
2579,149838,,16.3233,2025-05-20,17.1327,2026-05-19,0.8094,4.96
2580,149839,,16.3133,2025-05-20,17.1222,2026-05-19,0.8089,4.96
2581,112120,,2680.0757,2025-05-20,2812.643,2026-05-19,132.5673,4.95
2582,112122,INF205K01SI0,1423.466,2025-05-20,1493.8756,2026-05-19,70.4096,4.95
2583,133800,INF178L01AJ3,73.507,2025-05-20,77.143,2026-05-19,3.636,4.95
2584,133801,,74.357,2025-05-20,78.036,2026-05-19,3.679,4.95
2585,152638,,1031.0265,2025-05-20,1082.073,2026-05-19,51.0465,4.95
2586,119507,,475.25,2025-05-20,498.71,2026-05-18,23.46,4.94
2587,149383,,17.82,2025-05-20,18.7,2026-05-19,0.88,4.94
2588,149535,,2669.3961,2025-05-20,2801.3271,2026-05-19,131.931,4.94
2589,150822,,12.3066,2025-05-20,12.9149,2026-05-19,0.6083,4.94
2590,150823,INF174KA1KL8,12.3068,2025-05-20,12.9151,2026-05-19,0.6083,4.94
2591,148921,,19.88,2025-05-20,20.86,2026-05-19,0.98,4.93
2592,149447,,15.6365,2025-05-20,16.4072,2026-05-19,0.7707,4.93
2593,150440,,15.0781,2025-05-20,15.8214,2026-05-19,0.7433,4.93
2594,150659,,17.1027,2025-05-20,17.9459,2026-05-19,0.8432,4.93
2595,150660,INF767K01RM3,17.1027,2025-05-20,17.9459,2026-05-19,0.8432,4.93
2596,153442,,10.1467,2025-05-20,10.647,2026-05-19,0.5003,4.93
2597,100528,,99.4118,2025-05-20,104.3048,2026-05-19,4.893,4.92
2598,150439,INF966L01AV6,15.1413,2025-05-20,15.8868,2026-05-19,0.7455,4.92
2599,153536,,10.004,2025-05-26,10.496,2026-05-19,0.492,4.92
2600,153540,INF251K01UV3,10.004,2025-05-26,10.496,2026-05-19,0.492,4.92
2601,153649,,1000.8839,2025-07-07,1050.083,2026-05-19,49.1991,4.92
2602,148729,,13.2534,2025-05-20,13.9041,2026-05-19,0.6507,4.91
2603,149519,,3442.4273,2025-05-20,3611.3759,2026-05-19,168.9486,4.91
2604,145112,,31.21,2025-05-20,32.74,2026-05-18,1.53,4.9
2605,149288,,15.5261,2025-05-20,16.2875,2026-05-19,0.7614,4.9
2606,150521,,16.7341,2025-05-20,17.5543,2026-05-19,0.8202,4.9
2607,153111,,8.37,2025-05-20,8.78,2026-05-19,0.41,4.9
2608,153112,INF582M01KE4,8.37,2025-05-20,8.78,2026-05-19,0.41,4.9
2609,148790,,12.9217,2025-05-20,13.5539,2026-05-19,0.6322,4.89
2610,149167,,17.78,2025-05-20,18.65,2026-05-19,0.87,4.89
2611,149970,,12.4752,2025-05-20,13.085,2026-05-19,0.6098,4.89
2612,149971,INF740KA1QX5,12.4752,2025-05-20,13.085,2026-05-19,0.6098,4.89
2613,150326,,12.4619,2025-05-20,13.0715,2026-05-19,0.6096,4.89
2614,150327,,12.4619,2025-05-20,13.0715,2026-05-19,0.6096,4.89
2615,150328,INF277KA1398,12.4619,2025-05-20,13.0715,2026-05-19,0.6096,4.89
2616,153636,,10.0023,2025-06-26,10.491,2026-05-19,0.4887,4.89
2617,153637,INF769K01OQ7,10.0023,2025-06-26,10.4912,2026-05-19,0.4889,4.89
2618,118475,INF194K01Y86,10.1843,2025-05-20,10.681,2026-05-19,0.4967,4.88
2619,120683,INF109K01Y72,61.0799,2025-05-20,64.0635,2026-05-19,2.9836,4.88
2620,120684,,61.1028,2025-05-20,64.0875,2026-05-19,2.9847,4.88
2621,125354,,117.45,2025-05-20,123.18,2026-05-19,5.73,4.88
2622,149384,INF846K015E5,17.82,2025-05-20,18.69,2026-05-19,0.87,4.88
2623,150632,,1171.421,2025-05-20,1228.568,2026-05-19,57.147,4.88
2624,152741,,1053.4985,2025-05-20,1104.8685,2026-05-19,51.37,4.88
2625,127849,,24.426,2025-05-20,25.6166,2026-05-19,1.1906,4.87
2626,127851,INF761K01BQ1,17.0416,2025-05-20,17.8723,2026-05-19,0.8307,4.87
2627,153403,,1011.8463,2025-05-20,1061.0758,2026-05-19,49.2295,4.87
2628,120046,,234.5235,2025-05-20,245.933,2026-05-19,11.4095,4.86
2629,148811,,19.9394,2025-05-20,20.9081,2026-05-19,0.9687,4.86
2630,148812,INF209KB1W09,19.9413,2025-05-20,20.9102,2026-05-19,0.9689,4.86
2631,150443,,16.4056,2025-05-20,17.2026,2026-05-19,0.797,4.86
2632,151407,,12.0721,2025-05-20,12.6592,2026-05-19,0.5871,4.86
2633,153379,,12.665,2025-05-20,13.2801,2026-05-19,0.6151,4.86
2634,104728,,3352.5285,2025-05-20,3515.082,2026-05-19,162.5535,4.85
2635,105024,INF205K01HU8,1667.4481,2025-05-20,1748.3006,2026-05-19,80.8525,4.85
2636,151810,,13.945,2025-05-20,14.62,2026-05-19,0.675,4.84
2637,151811,INF769K01KM4,13.944,2025-05-20,14.619,2026-05-19,0.675,4.84
2638,152891,,104.0782,2025-05-20,109.1068,2026-05-19,5.0286,4.83
2639,140771,,16.0974,2025-05-20,16.8735,2026-05-19,0.7761,4.82
2640,140772,INF769K01DQ0,16.0978,2025-05-20,16.8739,2026-05-19,0.7761,4.82
2641,153186,INF247L01EI0,10.2475,2025-05-20,10.741,2026-05-19,0.4935,4.82
2642,108545,,43.5557,2025-05-20,45.6523,2026-05-19,2.0966,4.81
2643,131399,INF194KA1TT8,15.2314,2025-05-20,15.9647,2026-05-19,0.7333,4.81
2644,146512,INF204KB1X09,24.419,2025-05-20,25.5938,2026-05-19,1.1748,4.81
2645,146514,,24.419,2025-05-20,25.5938,2026-05-19,1.1748,4.81
2646,151577,,11.898,2025-05-20,12.4697,2026-05-19,0.5717,4.81
2647,149896,,17.3457,2025-05-20,18.1785,2026-05-19,0.8328,4.8
2648,149897,INF846K018H2,17.3457,2025-05-20,18.1788,2026-05-19,0.8331,4.8
2649,151584,,11.9017,2025-05-20,12.4731,2026-05-19,0.5714,4.8
2650,118421,,98.391,2025-05-20,103.102,2026-05-19,4.711,4.79
2651,152509,,11.08,2025-05-20,11.61,2026-05-19,0.53,4.78
2652,153498,,10.0509,2025-05-20,10.5315,2026-05-19,0.4806,4.78
2653,153501,INF200KB1779,10.0509,2025-05-20,10.5314,2026-05-19,0.4805,4.78
2654,148631,,17.82,2025-05-20,18.67,2026-05-18,0.85,4.77
2655,149481,,168.9883,2025-05-20,177.0486,2026-05-19,8.0603,4.77
2656,154266,,9.9532,2026-03-23,10.4279,2026-05-19,0.4747,4.77
2657,148842,INF0GCD01263,1219.1806,2025-05-20,1277.2159,2026-05-19,58.0353,4.76
2658,151761,,14.0272,2025-05-20,14.6952,2026-05-19,0.668,4.76
2659,153535,,65.5525,2025-05-20,68.6723,2026-05-19,3.1198,4.76
2660,112932,,143.768,2025-05-20,150.598,2026-05-19,6.83,4.75
2661,120664,INF789F01UF5,91.4135,2025-05-20,95.7587,2026-05-19,4.3452,4.75
2662,120665,,186.0232,2025-05-20,194.8655,2026-05-19,8.8423,4.75
2663,128009,,22.7032,2025-05-20,23.7806,2026-05-19,1.0774,4.75
2664,128078,INF174K01VP7,13.9349,2025-05-20,14.5962,2026-05-19,0.6613,4.75
2665,154062,,30.0778,2025-12-04,31.5076,2026-05-19,1.4298,4.75
2666,146407,,21.29,2025-05-20,22.3,2026-05-19,1.01,4.74
2667,149871,,15.8384,2025-05-20,16.5899,2026-05-19,0.7515,4.74
2668,149968,,12.4148,2025-05-20,13.0029,2026-05-19,0.5881,4.74
2669,149969,INF740KA1QU1,12.4148,2025-05-20,13.0029,2026-05-19,0.5881,4.74
2670,147186,INF00XX01184,23.4232,2025-05-20,24.5317,2026-05-19,1.1085,4.73
2671,153561,,10.0186,2025-06-16,10.4921,2026-05-19,0.4735,4.73
2672,153562,INF247L01FH9,10.0186,2025-06-16,10.4921,2026-05-19,0.4735,4.73
2673,149962,INF336L01QJ3,12.4798,2025-05-20,13.0687,2026-05-19,0.5889,4.72
2674,149966,,12.4798,2025-05-20,13.0687,2026-05-19,0.5889,4.72
2675,151130,,86.7746,2025-05-20,90.8741,2026-05-19,4.0995,4.72
2676,151377,,17.0685,2025-05-20,17.8733,2026-05-19,0.8048,4.72
2677,153144,INF174KA1UD4,10.131,2025-05-20,10.609,2026-05-19,0.478,4.72
2678,153538,INF251K01US9,10.0038,2025-05-26,10.4756,2026-05-19,0.4718,4.72
2679,153541,,10.0038,2025-05-26,10.4756,2026-05-19,0.4718,4.72
2680,118407,,61.1,2025-05-20,63.9805,2026-05-19,2.8805,4.71
2681,131382,INF194KA1SS2,22.0561,2025-05-20,23.095,2026-05-19,1.0389,4.71
2682,150824,,12.2805,2025-05-20,12.8587,2026-05-19,0.5782,4.71
2683,150826,INF204KC1766,12.2805,2025-05-20,12.8587,2026-05-19,0.5782,4.71
2684,151404,,12.0244,2025-05-20,12.5908,2026-05-19,0.5664,4.71
2685,153145,,10.132,2025-05-20,10.609,2026-05-19,0.477,4.71
2686,153420,,10.9251,2025-05-20,11.4381,2026-05-19,0.513,4.7
2687,153421,,10.9251,2025-05-20,11.4381,2026-05-19,0.513,4.7
2688,153422,INF277KA1DP0,10.9251,2025-05-20,11.4381,2026-05-19,0.513,4.7
2689,153987,,9.99,2025-12-03,10.46,2026-05-19,0.47,4.7
2690,153990,INF663L012A9,9.99,2025-12-03,10.46,2026-05-19,0.47,4.7
2691,111638,,106.46,2025-05-20,111.45,2026-05-19,4.99,4.69
2692,149106,,17.0053,2025-05-20,17.8026,2026-05-19,0.7973,4.69
2693,152511,INF0R8701160,11.09,2025-05-20,11.61,2026-05-19,0.52,4.69
2694,119243,,181.4941,2025-05-20,189.9894,2026-05-19,8.4953,4.68
2695,150820,,12.2751,2025-05-20,12.8493,2026-05-19,0.5742,4.68
2696,150821,INF174KA1KI4,12.2749,2025-05-20,12.8491,2026-05-19,0.5742,4.68
2697,152191,INF966L01CY6,14.0969,2025-05-20,14.7561,2026-05-19,0.6592,4.68
2698,102326,INF277K01642,112.8014,2025-05-20,118.0712,2026-05-19,5.2698,4.67
2699,103166,,1744.57,2025-05-20,1825.97,2026-05-19,81.4,4.67
2700,111639,INF754K01541,28.5,2025-05-20,29.83,2026-05-19,1.33,4.67
2701,119498,,51.3558,2025-05-20,53.7533,2026-05-19,2.3975,4.67
2702,120579,,344.55,2025-05-20,360.65,2026-05-19,16.1,4.67
2703,152190,,14.1419,2025-05-20,14.803,2026-05-19,0.6611,4.67
2704,142108,INF174V01515,28.9176,2025-05-20,30.2664,2026-05-19,1.3488,4.66
2705,152605,INF194KB1ID4,11.944,2025-05-20,12.501,2026-05-19,0.557,4.66
2706,119081,,61.1041,2025-05-20,63.943,2026-05-19,2.8389,4.65
2707,132853,INF179KA1D82,20.4172,2025-05-20,21.3659,2026-05-19,0.9487,4.65
2708,141875,,24.6256,2025-05-20,25.7708,2026-05-19,1.1452,4.65
2709,152372,,11.3515,2025-05-20,11.8794,2026-05-19,0.5279,4.65
2710,152373,INF200KB1019,11.3514,2025-05-20,11.8793,2026-05-19,0.5279,4.65
2711,153804,,10.0,2025-09-01,10.4651,2026-05-19,0.4651,4.65
2712,118656,,47.457,2025-05-20,49.6571,2026-05-19,2.2001,4.64
2713,124590,INF204KA1DV6,21.1731,2025-05-20,22.1547,2026-05-19,0.9816,4.64
2714,150329,INF277KA1422,12.3532,2025-05-20,12.9267,2026-05-19,0.5735,4.64
2715,150330,,12.3532,2025-05-20,12.9267,2026-05-19,0.5735,4.64
2716,150331,,12.3532,2025-05-20,12.9267,2026-05-19,0.5735,4.64
2717,154265,,9.9532,2026-03-23,10.4147,2026-05-19,0.4615,4.64
2718,101758,,60.0165,2025-05-20,62.794,2026-05-19,2.7775,4.63
2719,153650,,1000.7415,2025-07-06,1047.1026,2026-05-19,46.3611,4.63
2720,118796,,57.2758,2025-05-20,59.9196,2026-05-19,2.6438,4.62
2721,120616,,82.1907,2025-05-20,85.9906,2026-05-19,3.7999,4.62
2722,125269,INF204KA1ET8,23.2772,2025-05-20,24.3516,2026-05-19,1.0744,4.62
2723,147888,INF846K01W15,14.3785,2025-05-20,15.043,2026-05-18,0.6645,4.62
2724,149003,,12.7615,2025-05-20,13.3507,2026-05-19,0.5892,4.62
2725,149004,,12.7615,2025-05-20,13.3507,2026-05-19,0.5892,4.62
2726,149005,,12.7615,2025-05-20,13.3507,2026-05-19,0.5892,4.62
2727,149006,,12.7615,2025-05-20,13.3507,2026-05-19,0.5892,4.62
2728,149035,INF277KA1141,12.7615,2025-05-20,13.3507,2026-05-19,0.5892,4.62
2729,149036,INF277KA1133,12.7615,2025-05-20,13.3507,2026-05-19,0.5892,4.62
2730,149038,INF277KA1158,12.7615,2025-05-20,13.3507,2026-05-19,0.5892,4.62
2731,149846,INF846K013G5,14.8187,2025-05-20,15.5033,2026-05-19,0.6846,4.62
2732,149847,,14.819,2025-05-20,15.5037,2026-05-19,0.6847,4.62
2733,101530,INF200K01297,269.7979,2025-05-20,282.2423,2026-05-18,12.4444,4.61
2734,103024,,597.1796,2025-05-20,624.7256,2026-05-18,27.546,4.61
2735,146380,,25.4796,2025-05-20,26.6552,2026-05-19,1.1756,4.61
2736,148743,,18.8001,2025-05-20,19.6675,2026-05-19,0.8674,4.61
2737,148744,INF174KA1FY1,18.8005,2025-05-20,19.6679,2026-05-19,0.8674,4.61
2738,149587,,47.8363,2025-05-20,50.0417,2026-05-19,2.2054,4.61
2739,150702,,12.497,2025-05-20,13.0732,2026-05-19,0.5762,4.61
2740,150704,,12.4957,2025-05-20,13.0712,2026-05-19,0.5755,4.61
2741,152169,,13.264,2025-05-20,13.876,2026-05-19,0.612,4.61
2742,152172,INF174KA1PR4,13.263,2025-05-20,13.875,2026-05-19,0.612,4.61
2743,153499,INF200KB1746,10.0499,2025-05-20,10.5133,2026-05-19,0.4634,4.61
2744,153500,,10.0499,2025-05-20,10.5133,2026-05-19,0.4634,4.61
2745,120692,,31.182,2025-05-20,32.6179,2026-05-19,1.4359,4.6
2746,151041,INF917K01CU9,31.6816,2025-05-20,33.1378,2026-05-19,1.4562,4.6
2747,151582,,11.8245,2025-05-20,12.3681,2026-05-19,0.5436,4.6
2748,151583,,11.8251,2025-05-20,12.3687,2026-05-19,0.5436,4.6
2749,153201,,10.973,2025-05-20,11.478,2026-05-19,0.505,4.6
2750,153203,,10.973,2025-05-20,11.478,2026-05-19,0.505,4.6
2751,131670,,118.55,2025-05-20,123.99,2026-05-19,5.44,4.59
2752,147890,,14.3786,2025-05-20,15.0388,2026-05-18,0.6602,4.59
2753,147896,INF846K01V40,14.3777,2025-05-20,15.038,2026-05-18,0.6603,4.59
2754,151043,,32.1906,2025-05-20,33.6696,2026-05-19,1.479,4.59
2755,151647,,19.297,2025-05-20,20.183,2026-05-19,0.886,4.59
2756,151648,INF174KA1NA5,19.297,2025-05-20,20.183,2026-05-19,0.886,4.59
2757,149963,,12.4014,2025-05-20,12.9695,2026-05-19,0.5681,4.58
2758,149964,INF336L01QM7,12.4013,2025-05-20,12.9694,2026-05-19,0.5681,4.58
2759,151160,,28.8559,2025-05-20,30.1769,2026-05-19,1.321,4.58
2760,151163,INF917K01D61,28.8559,2025-05-20,30.177,2026-05-19,1.3211,4.58
2761,153441,,10.1408,2025-05-20,10.6048,2026-05-19,0.464,4.58
2762,153701,INF579M01BI0,1000.6319,2025-07-13,1046.4734,2026-05-19,45.8415,4.58
2763,153703,,1000.6319,2025-07-13,1046.4734,2026-05-19,45.8415,4.58
2764,134386,INF209KA1K62,12.2926,2025-05-20,12.8549,2026-05-19,0.5623,4.57
2765,119016,,32.979,2025-05-20,34.4827,2026-05-19,1.5037,4.56
2766,133367,,19.5399,2025-05-20,20.4307,2026-05-19,0.8908,4.56
2767,148534,,13.3274,2025-05-20,13.9334,2026-05-19,0.606,4.55
2768,151299,INF846K012N3,12.1177,2025-05-20,12.6685,2026-05-19,0.5508,4.55
2769,151440,,12.1603,2025-05-20,12.7133,2026-05-19,0.553,4.55
2770,151442,,12.1603,2025-05-20,12.7133,2026-05-19,0.553,4.55
2771,120335,INF109K014K7,56.2202,2025-05-20,58.7727,2026-05-18,2.5525,4.54
2772,130547,,37.5296,2025-05-20,39.2316,2026-05-19,1.702,4.54
2773,143340,,23.5068,2025-05-20,24.5741,2026-05-19,1.0673,4.54
2774,148943,,17.8498,2025-05-20,18.6609,2026-05-19,0.8111,4.54
2775,148944,INF200KA1V92,17.85,2025-05-20,18.6611,2026-05-19,0.8111,4.54
